"","emp_length","state","homeownership","delinq_2y","months_since_last_delinq","earliest_credit_line","inquiries_last_12m","total_credit_lines","open_credit_lines","total_credit_limit","total_credit_utilized","num_collections_last_12m","num_historical_failed_to_pay","months_since_90d_late","current_accounts_delinq","total_collection_amount_ever","current_installment_accounts","accounts_opened_24m","months_since_last_credit_inquiry","num_satisfactory_accounts","num_active_debit_accounts","total_debit_limit","num_total_cc_accounts","num_open_cc_accounts","num_cc_carrying_balance","num_mort_accounts","account_never_delinq_percent","tax_liens","public_record_bankrupt","loan_purpose","application_type","loan_amount","term","interest_rate","installment","grade","sub_grade","issue_month","loan_status","initial_listing_status","disbursement_method","balance","income_final","verification_final","debt_to_income_final"
"7078",5,"OR","MORTGAGE",0,0,2003,0,19,13,197617,62473,0,0,0,0,0,4,2,15,13,5,33500,12,8,6,2,100,0,0,"debt_consolidation","individual",15000,36,23.88,587.55,"E","E2",Feb 2018,"Current","fractional","Cash",13808.83,53000,"Verified",36.5
"7079",6,"WI","MORTGAGE",0,0,1991,3,46,17,194050,70601,0,0,0,0,0,3,4,9,17,9,51100,24,12,10,4,100,0,0,"credit_card","joint",25000,60,13.59,576.41,"C","C2",Jan 2018,"Current","whole","Cash",23499.98,124000,"Not Verified",17.28
"7080",2,"NY","RENT",1,11,1993,1,19,8,65617,37974,0,0,11,0,0,2,1,10,8,2,5100,9,5,4,3,88.9,0,0,"debt_consolidation","individual",28000,36,9.44,896.14,"B","B1",Feb 2018,"Current","whole","Cash",25264.44,191000,"Not Verified",12.75
"7081",10,"CA","MORTGAGE",0,61,1980,1,31,6,46976,21732,0,0,0,0,0,1,2,6,6,2,18000,25,5,3,0,96.8,0,0,"debt_consolidation","individual",15000,36,12.62,502.67,"C","C1",Jan 2018,"Current","fractional","Cash",13598.4,65000,"Source Verified",20.2
"7082",4,"TX","MORTGAGE",0,0,2009,0,17,8,153559,100119,0,0,0,0,0,2,2,0,8,3,61400,11,6,3,1,100,0,0,"credit_card","joint",12000,36,7.34,372.4,"A","A4",Mar 2018,"Current","whole","Cash",11097.5,190000,"Not Verified",21.55
"7083",10,"MD","MORTGAGE",0,0,1999,0,12,11,69249,18222,0,1,0,0,0,1,2,0,11,5,47900,11,10,5,0,100,0,1,"home_improvement","individual",10000,36,9.44,320.05,"B","B1",Jan 2018,"Current","fractional","Cash",8773.94,60000,"Not Verified",14.04
"7084",5,"NY","OWN",0,0,1987,3,12,10,1088276,232693,0,0,0,0,0,3,2,2,10,1,30000,6,5,4,1,100,0,0,"debt_consolidation","individual",30000,60,9.44,629.18,"B","B1",Jan 2018,"Fully Paid","whole","Cash",0,275000,"Verified",14.2
"7085",10,"NV","MORTGAGE",0,66,2003,2,12,8,176920,17483,0,0,0,0,197,1,4,9,8,3,14500,6,6,4,2,91.7,0,0,"credit_card","individual",9000,36,5.31,271,"A","A1",Mar 2018,"Current","whole","DirectPay",8303.4,50000,"Source Verified",18.3
"7086",8,"NC","RENT",0,0,2004,0,17,3,101562,64389,0,0,0,0,0,1,1,23,3,2,24000,6,2,1,0,100,0,0,"small_business","individual",7000,36,10.42,227.26,"B","B3",Feb 2018,"Current","whole","Cash",6325.37,120000,"Source Verified",4.93
"7087",10,"MO","MORTGAGE",0,0,1984,5,37,11,225748,70389,0,0,0,0,0,4,8,7,11,2,12500,15,6,3,4,100,0,0,"credit_card","individual",7000,36,6.72,215.25,"A","A3",Mar 2018,"Current","whole","Cash",6468.89,74106,"Not Verified",38.41
"7088",10,"TN","MORTGAGE",0,0,1998,0,19,7,221732,55468,0,0,0,0,102,1,3,14,7,5,19000,9,5,5,3,100,0,0,"renewable_energy","individual",10000,36,9.44,320.05,"B","B1",Feb 2018,"Current","whole","Cash",9023.01,68000,"Source Verified",18.55
"7089",7,"NJ","RENT",0,0,2007,2,15,10,83617,35334,0,0,0,0,0,3,2,7,10,3,14900,10,7,4,0,100,0,0,"other","individual",5000,36,9.44,160.03,"B","B1",Feb 2018,"Current","whole","Cash",4511.49,40000,"Verified",39.93
"7090",10,"OK","MORTGAGE",0,0,1995,1,6,3,6100,0,0,0,0,0,97,0,2,12,3,0,0,6,3,0,0,100,0,0,"other","individual",4200,36,9.93,135.39,"B","B2",Jan 2018,"Current","whole","Cash",3688.43,39000,"Not Verified",0
"7091",8,"NC","MORTGAGE",1,7,2000,3,26,13,361396,43674,0,0,0,0,0,4,4,3,13,4,35500,13,8,6,3,92.3,0,0,"debt_consolidation","individual",10500,36,7.96,328.84,"A","A5",Mar 2018,"Current","whole","Cash",9717.26,71000,"Not Verified",28.72
"7092",10,"GA","MORTGAGE",0,28,2001,0,43,13,304615,51172,0,0,0,0,0,1,5,13,13,2,10500,23,11,6,1,95.3,0,0,"debt_consolidation","individual",10000,36,7.97,313.23,"A","A5",Jan 2018,"Fully Paid","whole","Cash",0,85000,"Not Verified",14.82
"7093",10,"WA","RENT",1,9,1996,3,13,8,69465,54307,0,1,0,0,0,3,2,10,8,1,4500,9,5,2,0,80,0,1,"car","joint",6000,36,23.87,234.99,"E","E2",Mar 2018,"Current","fractional","Cash",5646.12,110000,"Not Verified",16.92
"7094",1,"NC","OWN",0,0,1992,2,34,16,667279,201020,0,0,0,0,0,6,7,9,16,6,57600,10,8,7,2,100,0,0,"debt_consolidation","individual",14000,60,9.92,296.91,"B","B2",Mar 2018,"Current","whole","Cash",13453.47,165000,"Not Verified",31.09
"7095",3,"NY","RENT",0,37,1995,1,17,12,77657,77537,0,0,37,0,0,7,7,11,12,4,7300,8,5,5,0,91.7,0,0,"credit_card","individual",4800,36,20.39,179.35,"D","D4",Mar 2018,"Current","fractional","Cash",4501.62,68000,"Source Verified",11.44
"7096",9,"CA","RENT",0,59,1998,1,22,3,54869,8049,0,1,0,0,0,1,1,11,2,2,11600,11,2,2,0,100,0,1,"debt_consolidation","individual",12000,36,9.43,384.01,"B","B1",Mar 2018,"Current","whole","Cash",11124.02,46500,"Not Verified",18.27
"7097",4,"FL","MORTGAGE",0,0,2001,0,13,10,435719,56020,0,0,0,0,0,3,0,13,10,4,90000,8,6,5,2,100,0,0,"debt_consolidation","individual",20000,60,7.35,399.34,"A","A4",Feb 2018,"Current","whole","Cash",18882.42,85000,"Not Verified",27.08
"7098",10,"AZ","OWN",1,7,1988,0,24,8,56168,2434,0,0,0,0,0,1,1,0,8,4,37500,19,7,4,0,95.8,0,0,"debt_consolidation","joint",38000,60,11.98,844.91,"B","B5",Mar 2018,"Current","whole","Cash",36589.38,75000,"Verified",20.32
"7099",10,"NJ","MORTGAGE",0,65,1998,6,26,14,387711,55323,0,0,65,0,0,3,8,6,14,6,29200,14,10,7,2,92.3,0,0,"debt_consolidation","individual",12000,36,9.93,386.82,"B","B2",Jan 2018,"Current","fractional","Cash",10538.41,125000,"Source Verified",19.25
"7100",10,"FL","MORTGAGE",0,0,2004,6,19,15,53738,25672,0,1,0,0,0,3,7,1,15,2,12600,15,12,5,0,100,0,1,"debt_consolidation","individual",20000,60,13.59,461.13,"C","C2",Feb 2018,"Current","whole","Cash",19045.42,83000,"Source Verified",11.65
"7101",0,"UT","RENT",0,30,2004,2,12,4,12300,5683,0,0,30,0,0,1,3,0,4,1,6000,8,3,2,2,83.3,0,0,"other","individual",5000,36,21.45,189.54,"D","D5",Mar 2018,"Late (31-120 days)","whole","Cash",4899.84,22560,"Verified",7.93
"7102",10,"TX","OWN",0,46,1996,1,35,23,295802,49306,0,1,46,0,0,2,8,8,23,6,41300,27,20,10,1,97,0,1,"credit_card","individual",15000,36,10.91,490.45,"B","B4",Feb 2018,"Current","whole","DirectPay",13564.26,89000,"Not Verified",17.89
"7103",7,"NY","RENT",0,0,1999,1,10,8,48300,28151,0,0,0,0,0,1,3,10,8,4,22400,7,7,5,0,100,0,0,"debt_consolidation","individual",10000,36,14.07,342.12,"C","C3",Mar 2018,"Current","whole","Cash",9547.62,60000,"Source Verified",11.48
"7104",10,"CA","RENT",2,8,2001,3,25,13,59348,14187,0,0,0,0,0,2,3,8,13,3,23000,16,11,5,0,95.7,0,0,"credit_card","individual",16000,36,9.43,512.01,"B","B1",Mar 2018,"Current","whole","Cash",15224.4,102000,"Not Verified",8.85
"7105",8,"FL","MORTGAGE",2,8,1992,0,12,7,174900,21684,0,0,0,0,0,0,1,0,7,2,22400,8,5,4,3,75,0,0,"debt_consolidation","joint",32000,60,14.08,745.92,"C","C3",Feb 2018,"Current","whole","Cash",30491.89,88000,"Verified",18.74
"7106",10,"MD","MORTGAGE",0,0,1993,0,22,8,632864,32455,0,0,0,0,0,3,4,19,8,2,42900,9,4,2,7,100,0,0,"house","individual",7200,36,5.31,216.8,"A","A1",Feb 2018,"Current","whole","Cash",6228.57,245000,"Not Verified",4.56
"7107",10,"CT","MORTGAGE",0,0,2007,0,6,6,22425,8390,0,0,0,0,0,1,1,14,6,4,5200,4,4,4,1,100,0,0,"home_improvement","individual",30000,36,12.62,1005.34,"C","C1",Jan 2018,"Current","fractional","Cash",26477.48,80000,"Verified",5.52
"7108",5,"MI","MORTGAGE",2,14,1986,0,57,25,319089,64907,0,0,0,0,0,2,9,16,25,3,79900,39,22,3,4,94.7,0,0,"credit_card","joint",28000,60,9.44,587.24,"B","B1",Feb 2018,"Current","whole","Cash",26514.69,166000,"Not Verified",10.7
"7109",10,"WV","OWN",3,20,1999,2,42,22,71500,32316,0,0,20,0,8654,3,10,4,22,7,22200,32,19,10,0,92.9,0,0,"credit_card","individual",11600,36,23.88,454.38,"E","E2",Feb 2018,"Current","fractional","Cash",10678.79,57000,"Verified",35.5
"7110",10,"CT","MORTGAGE",0,24,1984,2,36,20,619231,113940,0,0,0,0,0,5,5,1,20,6,178100,21,13,6,2,100,0,0,"credit_card","individual",40000,36,6.07,1218.15,"A","A2",Mar 2018,"Current","whole","Cash",36937.1,389000,"Verified",9.78
"7111",3,"TX","RENT",0,45,2002,2,41,11,242237,217793,0,0,45,0,0,6,1,1,11,2,20900,7,5,2,3,92.3,0,0,"small_business","individual",20000,60,14.08,466.2,"C","C3",Jan 2018,"Current","whole","Cash",19057.44,94000,"Source Verified",11.13
"7112",9,"NJ","MORTGAGE",2,13,2004,0,10,6,30796,20073,0,1,0,0,0,3,3,15,6,2,4200,3,3,3,1,80,0,1,"debt_consolidation","individual",9000,36,14.08,307.95,"C","C3",Jan 2018,"Current","fractional","Cash",7964.23,68000,"Verified",14.31
"7113",3,"CA","RENT",0,0,2012,0,15,9,42675,15321,0,0,0,0,0,1,3,0,9,4,18000,13,8,6,0,100,0,0,"credit_card","individual",15000,36,7.35,465.57,"A","A4",Jan 2018,"Current","whole","Cash",13108.5,55000,"Not Verified",17.59
"7114",10,"KS","MORTGAGE",0,0,2007,2,35,20,95228,44756,0,0,0,0,0,2,10,8,20,9,25800,19,18,11,0,100,0,0,"debt_consolidation","individual",20000,36,6.07,609.08,"A","A2",Mar 2018,"Current","whole","Cash",18981.6,98460,"Source Verified",14.72
"7115",10,"OH","MORTGAGE",0,0,1999,0,12,5,113837,45337,0,0,0,0,0,2,2,15,5,1,15800,6,3,1,0,100,0,0,"debt_consolidation","individual",40000,60,9.44,838.91,"B","B1",Jan 2018,"Current","whole","Cash",37337.22,122000,"Verified",15.32
"7116",10,"VA","MORTGAGE",1,69,1996,2,27,14,402815,31008,1,0,18,0,230,4,6,2,13,8,22100,11,7,7,3,96,0,0,"home_improvement","individual",12000,36,17.47,430.65,"D","D1",Mar 2018,"Current","whole","Cash",11220.92,70000,"Verified",21.26
"7117",4,"CA","RENT",0,0,2005,0,19,13,107340,65368,0,0,0,0,226,3,6,23,13,8,42500,13,10,9,0,100,0,0,"debt_consolidation","individual",40000,60,12.62,902.37,"C","C1",Feb 2018,"Current","whole","Cash",38042.57,110500,"Not Verified",21.99
"7118",6,"NY","MORTGAGE",0,0,2004,2,31,26,397022,30974,0,0,0,0,0,1,7,2,26,11,36600,29,24,21,1,100,0,0,"other","individual",2100,36,10.42,68.18,"B","B3",Jan 2018,"Current","fractional","Cash",1845.9,75000,"Not Verified",19.34
"7119",1,"MA","RENT",0,73,2008,1,28,17,106911,41827,0,0,73,0,0,2,4,10,17,9,71400,22,15,10,0,96.4,0,0,"debt_consolidation","individual",20000,36,9.44,640.1,"B","B1",Feb 2018,"Current","whole","Cash",18046.03,150000,"Source Verified",9.32
"7120",5,"IL","MORTGAGE",0,75,2000,4,24,15,1045915,559079,0,0,0,0,0,9,5,0,15,3,25700,10,5,4,2,95.7,0,0,"home_improvement","joint",11000,36,11.98,365.26,"B","B5",Mar 2018,"Current","whole","Cash",10486.56,430000,"Source Verified",24.87
"7121",5,"CA","RENT",0,0,2005,0,22,10,85581,35430,0,0,0,0,0,3,0,0,10,2,13600,8,7,4,0,100,0,0,"medical","joint",8000,36,6.07,243.63,"A","A2",Mar 2018,"Current","whole","Cash",7387.42,160000,"Source Verified",12.39
"7122",10,"WI","RENT",0,0,2004,0,25,22,190647,117691,0,0,0,0,0,3,2,13,22,12,94600,21,18,14,0,100,0,0,"debt_consolidation","individual",35000,60,14.08,815.85,"C","C3",Feb 2018,"Current","whole","Cash",33350.52,125000,"Not Verified",21.99
"7123",5,"NE","MORTGAGE",0,46,2000,1,26,11,114438,19895,0,0,58,0,273,2,2,0,11,7,13200,13,8,7,1,69.2,0,0,"debt_consolidation","individual",10000,36,10.91,326.97,"B","B4",Feb 2018,"Current","whole","Cash",9042.83,40000,"Verified",30.09
"7124",0,"MO","RENT",0,0,2002,0,6,4,33100,14007,0,0,0,0,0,1,0,0,4,2,12000,4,3,3,0,100,0,0,"debt_consolidation","individual",16000,60,10.42,343.27,"B","B3",Jan 2018,"Current","whole","Cash",14960.42,36000,"Not Verified",19.57
"7125",10,"GA","MORTGAGE",0,50,2004,0,10,5,13245,9552,0,0,57,0,0,1,2,21,5,3,7800,7,4,4,1,100,0,0,"debt_consolidation","individual",8000,36,14.07,273.7,"C","C3",Mar 2018,"Current","fractional","Cash",7453.95,60000,"Not Verified",10.4
"7126",10,"IL","MORTGAGE",0,0,2006,0,49,22,193400,40944,0,0,0,0,0,0,7,18,22,12,44800,30,21,19,4,100,0,0,"debt_consolidation","individual",35000,36,6.72,1076.23,"A","A3",Jan 2018,"Current","whole","DirectPay",30549.28,92000,"Verified",16.15
"7127",3,"VA","MORTGAGE",2,14,1990,0,16,5,48993,39908,0,0,39,0,0,1,1,18,5,3,9600,12,3,3,0,68.8,0,0,"home_improvement","joint",35000,60,12.62,789.57,"C","C1",Feb 2018,"Current","whole","Cash",33287.27,153100,"Not Verified",8.47
"7128",2,"SC","MORTGAGE",0,49,2009,1,15,13,232047,17000,0,0,0,0,462,2,3,12,13,2,36900,10,10,2,1,93.3,0,0,"debt_consolidation","individual",25000,36,6.72,768.74,"A","A3",Feb 2018,"Current","whole","Cash",22463.84,62000,"Not Verified",18.56
"7129",1,"TN","MORTGAGE",0,61,2007,1,20,10,146926,35053,0,0,61,0,0,2,7,2,10,4,15700,12,7,5,2,100,0,0,"credit_card","individual",9000,36,6.08,274.13,"A","A2",Feb 2018,"Current","whole","DirectPay",8078.91,55000,"Not Verified",19.05
"7130",3,"FL","MORTGAGE",0,44,2006,4,48,18,200790,155197,0,0,0,0,0,11,4,4,18,4,19700,13,7,6,3,97.9,0,0,"debt_consolidation","individual",12800,36,19.03,469.4,"D","D3",Jan 2018,"Current","fractional","Cash",11425.01,115000,"Verified",28.56
"7131",0,"CA","RENT",0,27,1986,6,80,32,805515,873713,0,0,0,0,0,13,6,4,32,4,15000,22,19,11,0,98.8,0,0,"debt_consolidation","individual",20000,36,16.02,703.34,"C","C5",Feb 2018,"Current","whole","Cash",18219.37,85000,"Not Verified",31.05
"7132",3,"CA","RENT",0,26,2007,0,11,8,43333,17404,0,0,0,0,0,3,1,0,8,3,22400,7,5,4,0,90.9,0,0,"credit_card","joint",17000,60,20,450.4,"D","D4",Feb 2018,"Current","whole","Cash",16314.84,43050,"Not Verified",32.11
"7133",6,"MS","RENT",1,11,2011,0,8,4,23500,13115,0,0,0,0,0,1,2,14,4,2,4000,6,3,3,0,87.5,0,0,"debt_consolidation","individual",17000,36,20,631.79,"D","D4",Jan 2018,"Current","fractional","Cash",15570.94,51000,"Verified",13.79
"7134",4,"FL","RENT",0,60,2006,11,20,10,131176,115380,0,0,60,0,399,5,9,1,10,3,9900,10,5,3,0,85,0,0,"debt_consolidation","individual",12800,36,21.85,487.85,"D","D5",Mar 2018,"Current","whole","Cash",12021.65,135000,"Source Verified",21.82
"7135",10,"CT","RENT",0,0,1995,0,9,5,27200,1416,0,2,0,0,0,0,0,0,5,1,21000,6,4,1,0,100,2,0,"car","individual",9600,36,6.08,292.4,"A","A2",Feb 2018,"Current","whole","Cash",8320.66,80000,"Source Verified",0.38
"7136",2,"CA","MORTGAGE",0,48,2007,0,9,4,36459,42638,0,0,48,0,0,2,1,0,4,1,7000,4,2,1,0,66.7,0,0,"credit_card","individual",20000,36,9.93,644.69,"B","B2",Jan 2018,"Current","whole","Cash",17564.07,120000,"Source Verified",4.9
"7137",2,"NY","MORTGAGE",1,22,1995,0,10,5,408100,8758,0,0,68,0,0,0,0,0,5,4,20100,5,4,4,2,70,0,0,"debt_consolidation","individual",25000,36,7.96,782.95,"A","A5",Mar 2018,"Current","whole","Cash",23136.34,150000,"Source Verified",2
"7138",4,"OH","RENT",1,20,2007,3,33,8,78948,43448,0,0,20,0,170,2,4,3,8,3,19300,22,5,4,3,96.9,0,0,"credit_card","individual",12000,36,9.93,386.82,"B","B2",Jan 2018,"Current","fractional","Cash",10835.57,72000,"Source Verified",27.05
"7139",10,"NY","RENT",0,0,1991,1,7,5,32700,2679,0,0,0,0,0,0,2,7,5,1,8000,6,5,4,0,100,0,0,"debt_consolidation","individual",15000,36,7.34,465.5,"A","A4",Mar 2018,"Current","whole","Cash",13871.88,105000,"Source Verified",1.85
"7140",1,"WA","RENT",0,52,1995,5,23,12,143439,95771,0,0,52,0,0,4,3,3,12,5,45100,16,8,5,2,95.7,0,0,"other","joint",5000,36,5.31,150.56,"A","A1",Mar 2018,"Current","fractional","Cash",4742.56,160000,"Source Verified",15.24
"7141",7,"WA","RENT",0,34,1994,2,13,7,20100,11286,0,0,34,0,932,1,3,0,7,3,10200,8,6,4,0,92.3,0,0,"debt_consolidation","individual",18000,36,16.01,632.92,"C","C5",Feb 2018,"Current","whole","Cash",16805.9,95000,"Not Verified",10.61
"7142",1,"MN","MORTGAGE",0,0,2012,3,18,16,42900,25086,0,0,0,0,0,10,7,7,16,1,9300,8,6,4,0,100,0,0,"other","individual",10000,60,14.08,233.1,"C","C3",Jan 2018,"Current","whole","Cash",9407.42,332000,"Not Verified",1.24
"7143",4,"IL","RENT",0,0,2007,1,8,5,13800,8120,0,1,0,0,0,2,4,7,5,2,4800,4,3,2,0,100,0,1,"debt_consolidation","individual",8000,36,15.04,277.48,"C","C4",Mar 2018,"Current","whole","Cash",7461.67,42000,"Verified",11.43
"7144",4,"GA","RENT",0,0,2011,0,14,9,30800,15802,0,0,0,0,0,0,3,0,9,6,27500,13,9,7,0,100,0,0,"debt_consolidation","individual",15000,36,16.02,527.51,"C","C5",Jan 2018,"Current","whole","Cash",13319.42,24000,"Verified",26.7
"7145",1,"IL","MORTGAGE",0,0,2005,4,18,6,243109,40300,0,0,0,0,0,1,4,4,6,1,8000,10,4,2,1,94.4,0,0,"credit_card","joint",18000,36,7.97,563.81,"A","A5",Jan 2018,"Current","fractional","Cash",15749,144000,"Source Verified",14.19
"7146",10,"VA","RENT",0,0,2006,2,13,11,79800,941,0,0,0,0,0,0,3,7,11,1,78800,13,11,1,0,100,0,0,"debt_consolidation","joint",3000,36,7.97,93.97,"A","A5",Jan 2018,"Current","whole","Cash",2624.82,77000,"Not Verified",5.41
"7147",10,"NE","MORTGAGE",0,0,1985,2,27,14,619318,191738,0,4,0,0,0,2,3,3,14,8,101000,19,11,11,1,100,4,0,"debt_consolidation","individual",30000,36,6.72,922.48,"A","A3",Feb 2018,"Current","whole","Cash",26956.63,375000,"Verified",19.25
"7148",2,"NC","RENT",0,0,1993,2,19,7,109479,58102,0,0,0,0,0,2,3,4,7,5,61800,8,5,5,2,100,0,0,"car","individual",10500,60,12.62,236.87,"C","C1",Feb 2018,"In Grace Period","whole","Cash",10116.66,76000,"Not Verified",23.57
"7149",10,"IN","MORTGAGE",0,27,2003,14,31,19,295149,122524,0,0,29,0,0,3,11,5,19,7,20600,17,15,13,3,96.7,0,0,"credit_card","individual",10700,36,23.87,419.07,"E","E2",Mar 2018,"Current","fractional","Cash",10068.92,103500,"Verified",22.06
"7150",10,"NY","MORTGAGE",0,36,2006,3,22,18,459857,40912,0,0,65,0,421,1,10,8,18,5,19900,18,15,7,2,90.9,0,0,"debt_consolidation","joint",5000,36,15.04,173.43,"C","C4",Mar 2018,"Current","whole","Cash",4663.53,151000,"Not Verified",6.07
"7151",10,"NH","OWN",0,0,1987,3,49,21,62010,32306,0,1,0,0,0,5,9,7,19,5,17900,36,16,8,1,100,0,1,"home_improvement","individual",7000,36,9.44,224.04,"B","B1",Feb 2018,"Current","whole","Cash",6316.09,32000,"Source Verified",35
"7152",1,"TX","RENT",0,0,2002,1,30,21,90368,45180,0,0,0,0,0,1,5,7,21,8,39200,24,20,12,0,100,0,0,"credit_card","individual",25000,60,10.91,542.44,"B","B4",Feb 2018,"Current","whole","DirectPay",23722.11,1e+05,"Not Verified",15.92
"7153",6,"AR","MORTGAGE",0,0,2007,1,12,6,36350,23241,0,0,0,0,997,2,3,4,6,2,2000,6,4,3,0,100,0,0,"home_improvement","individual",30000,60,24.84,877.73,"E","E3",Mar 2018,"Current","whole","Cash",29213.75,49583,"Verified",16.44
"7154",1,"CA","RENT",0,0,2006,0,16,12,80993,52728,0,0,0,0,152,3,2,0,12,2,16800,11,9,6,0,100,0,0,"debt_consolidation","joint",12000,36,10.41,389.53,"B","B3",Mar 2018,"Current","whole","Cash",11136.26,124000,"Not Verified",22.64
"7155",9,"NJ","OWN",0,0,2006,1,16,9,266893,8994,0,0,0,0,0,0,3,7,9,2,22000,11,8,3,2,100,0,0,"car","joint",6000,36,7.35,186.23,"A","A4",Jan 2018,"Current","whole","Cash",5243.39,129000,"Source Verified",2.69
"7156",4,"TX","OWN",0,58,1995,5,19,9,15100,2575,0,0,58,0,0,0,6,1,9,3,11000,9,9,5,0,89.5,0,0,"debt_consolidation","joint",30000,60,18.45,769.17,"D","D2",Mar 2018,"Current","whole","Cash",29061.96,107000,"Not Verified",27.72
"7157",1,"UT","MORTGAGE",0,30,2009,1,9,5,483410,53066,0,0,30,0,0,2,5,7,5,2,9500,3,2,2,2,100,0,0,"home_improvement","individual",8000,36,10.41,259.69,"B","B3",Mar 2018,"Current","whole","Cash",7424.16,120000,"Source Verified",13.23
"7158",10,"NY","OWN",0,0,2010,0,6,5,10100,9353,0,0,0,0,0,0,0,0,5,5,10100,5,5,5,0,100,0,0,"home_improvement","individual",22000,60,18.45,564.06,"D","D2",Mar 2018,"Current","whole","Cash",21312.1,49000,"Verified",7.94
"7159",3,"NY","RENT",0,0,2013,2,14,12,110600,34419,0,0,0,0,0,1,10,5,12,3,72600,13,11,4,0,100,0,0,"other","individual",25000,36,11.99,830.24,"B","B5",Mar 2018,"Current","whole","Cash",23241.2,190000,"Source Verified",7.47
"7160",10,"NV","MORTGAGE",1,10,1995,3,30,10,196499,29963,0,0,0,0,0,2,3,7,10,0,0,15,7,0,5,96.6,0,0,"home_improvement","individual",20000,60,9.92,424.16,"B","B2",Mar 2018,"Fully Paid","whole","Cash",0,70000,"Not Verified",11.18
"7161",1,"CO","RENT",0,72,2004,2,47,16,71138,18689,0,0,0,0,0,3,8,3,16,4,36200,36,13,5,0,95.7,0,0,"debt_consolidation","individual",15600,36,10.42,506.45,"B","B3",Jan 2018,"Current","whole","Cash",13712.55,70000,"Source Verified",10.94
"7162",10,"CA","MORTGAGE",0,40,1993,0,20,11,50238,30437,0,0,41,0,0,1,6,0,11,5,28600,18,10,9,0,70.6,0,0,"credit_card","individual",30000,36,16.01,1054.86,"C","C5",Mar 2018,"Current","whole","DirectPay",28682.05,65000,"Source Verified",19.63
"7163",2,"SC","MORTGAGE",0,56,2010,2,23,17,203874,28090,0,0,0,0,0,3,8,4,17,5,10300,15,12,5,1,91.3,0,0,"debt_consolidation","individual",14000,60,28.72,442.01,"F","F1",Mar 2018,"Current","whole","Cash",13671.43,58000,"Verified",14.84
"7164",9,"VT","MORTGAGE",0,0,2004,2,13,7,605065,13185,0,0,0,0,0,0,4,3,7,3,80800,7,5,3,3,100,0,0,"debt_consolidation","individual",16000,36,5.32,481.84,"A","A1",Jan 2018,"Fully Paid","whole","Cash",0,114416,"Source Verified",3.3
"7165",3,"CO","RENT",2,8,1996,1,23,9,75891,22173,0,0,8,0,0,1,2,4,9,2,28900,15,5,4,1,71.4,0,0,"debt_consolidation","individual",20000,60,14.07,466.1,"C","C3",Feb 2018,"Current","whole","Cash",19297.02,93500,"Source Verified",20.89
"7166",0,"MD","RENT",0,37,2003,0,13,6,37850,17263,0,0,37,0,1002,3,4,15,6,2,19600,5,3,3,0,53.8,0,0,"debt_consolidation","individual",2800,36,7.97,87.71,"A","A5",Jan 2018,"Current","whole","Cash",2520.78,75000,"Source Verified",10.61
"7167",7,"MA","MORTGAGE",0,0,2004,2,27,23,552650,31683,0,0,0,0,0,1,7,0,23,9,74500,21,21,13,2,100,0,0,"debt_consolidation","individual",15000,36,5.32,451.73,"A","A1",Feb 2018,"Current","whole","DirectPay",13448.8,88000,"Source Verified",15.07
"7168",2,"VA","RENT",0,26,2004,4,26,10,56144,43792,0,0,28,0,0,3,0,3,10,3,9600,21,7,6,0,73.1,0,0,"debt_consolidation","individual",25000,36,20.39,934.07,"D","D4",Mar 2018,"Current","fractional","Cash",23972.79,65000,"Source Verified",23.69
"7169",2,"NY","RENT",0,0,2013,2,9,8,45757,32160,0,0,0,0,0,5,4,0,8,1,7100,4,3,1,0,100,0,0,"major_purchase","individual",14000,36,10.41,454.45,"B","B3",Mar 2018,"Current","whole","Cash",12289.47,58000,"Not Verified",17.67
"7170",10,"SD","OWN",0,0,2004,3,20,8,128961,84281,0,0,0,0,499,1,5,2,8,3,45800,13,7,4,0,100,0,0,"small_business","individual",15000,36,9.44,480.08,"B","B1",Jan 2018,"Current","fractional","Cash",13160.89,75000,"Not Verified",22.85
"7171",10,"TX","RENT",0,0,2000,0,7,5,47456,44103,0,0,0,0,0,0,0,23,5,4,11000,4,4,4,0,100,0,0,"credit_card","individual",15000,36,10.42,486.98,"B","B3",Jan 2018,"Current","whole","Cash",13185.1,77000,"Not Verified",20.14
"7172",8,"IL","OWN",0,26,2001,1,19,6,180953,21123,0,0,0,0,0,0,1,5,6,3,22800,10,5,5,4,94.7,0,0,"credit_card","joint",20000,36,6.72,614.99,"A","A3",Jan 2018,"Current","whole","DirectPay",17971.08,115005,"Not Verified",10.56
"7173",4,"PA","MORTGAGE",1,12,2003,5,17,9,30752,17523,0,0,0,0,0,1,6,1,9,3,12200,13,8,4,1,92.9,0,0,"major_purchase","individual",25000,60,13.59,576.41,"C","C2",Jan 2018,"Current","whole","Cash",23056.94,101576,"Source Verified",4.27
"7174",10,"WI","MORTGAGE",0,34,1986,10,47,9,171153,72643,0,0,39,0,0,6,7,6,9,1,2000,4,2,2,2,89.4,0,0,"other","joint",10000,60,20.39,267.12,"D","D4",Mar 2018,"Current","whole","Cash",9703.41,101680,"Source Verified",14.11
"7175",9,"GA","MORTGAGE",0,0,2000,8,15,12,203527,25594,0,2,0,0,0,2,10,0,12,5,12900,10,9,6,3,100,1,1,"other","individual",5000,36,10.41,162.31,"B","B3",Feb 2018,"Current","whole","Cash",4640.09,83000,"Source Verified",9.98
